gender,city,state,zip,lat,long,city_pop,job,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,trans_year,trans_month,trans_day,trans_hour,trans_minute,trans_second,day_of_week,distance_to_merchant,age
0,24,2,1.1263307742660429,32.2691,-110.9845,0.6740684155572432,27,1689623142,12,-0.4945008512971668,0,53,31.649697,-111.415699,2023,7,17,15,45,42,0,0.1159293214060361,-0.5842378445870727
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1678869654,4,-0.4603236629156872,0,563,41.848548,-81.809226,2023,3,15,4,40,54,2,0.4694761087128043,0.2563526781298881
1,6,17,1.5740280499974022,47.5682,-121.8896,-0.473466338350378,7,1702426317,7,0.1036708524085614,0,78,47.51773,-120.914308,2023,12,12,19,11,57,1,-0.0978403914445728,-1.2308459389847348
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1695577839,5,-0.4502548646788198,0,138,40.693779,-81.682759,2023,9,24,13,50,39,6,-1.301271420806153,0.2563526781298881
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1676207838,3,-0.480390352359585,0,479,42.556478,-83.155557,2023,2,12,8,17,18,6,-1.403262510860306,-0.0022905596291767
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1700354199,7,-0.5321524841406639,0,76,38.080646,-76.783351,2023,11,18,19,36,39,5,0.5082143804509864,-1.1661851295449686
1,28,14,-0.4001791997432123,39.9274,-82.0041,-0.4067295191381814,17,1685256613,11,-0.4937208739689587,0,687,40.788977,-82.112232,2023,5,28,2,50,13,6,0.6729827421026002,1.2909256291661475
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1681274259,4,-0.1665558383006052,0,447,28.831134,-82.196744,2023,4,12,0,37,39,2,0.9079886608627104,-0.97220270122567
0,26,17,1.5972869392309497,45.6231,-122.5767,-0.08122583289722,8,1695602579,6,-0.101746813029501,0,155,45.720921,-121.834687,2023,9,24,20,42,59,6,-0.6056055149021722,0.9676215819673164
0,11,12,1.2498209392904085,36.1149,-115.2161,1.4116362178628703,14,1702770290,10,-0.0459429805477077,0,136,36.482384,-115.087695,2023,12,16,18,44,50,5,-1.169895924447102,1.42024724804568
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1680434227,4,-0.2534169498510458,0,329,36.926977,-75.541252,2023,4,2,7,17,7,6,0.585994461189284,-1.1661851295449686
0,0,9,-0.551689057891117,30.511,-88.9681,-0.3996891337937306,11,1674029848,2,0.1703943674852673,0,119,30.568029,-89.520909,2023,1,18,3,17,28,2,-0.7910687729553555,3.166089102919368
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1695586231,5,0.1016145485432857,0,14,27.469871,-82.318673,2023,9,24,16,10,31,6,-0.9640554412857104,-0.97220270122567
1,14,4,-0.7839145300823164,25.813,-80.232,1.8387369096802653,15,1703994950,13,0.1754287666037009,0,292,25.103388,-80.96079,2023,12,30,22,55,50,5,1.0628945014123392,0.9676215819673164
0,12,15,0.8646319283742078,26.2556,-98.2303,-0.3052953742011151,12,1699390400,6,-0.4226720300721901,0,457,25.734088,-98.881038,2023,11,7,15,53,20,1,0.3632910230897743,-0.4549162257075402
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1687291473,11,0.1049471789456291,0,175,40.789901,-80.979093,2023,6,20,16,4,33,1,-0.2366454759796137,0.2563526781298881
1,14,4,-0.7839145300823164,25.813,-80.232,1.8387369096802653,15,1695943837,6,-0.4386970188153735,0,552,26.130056,-81.179313,2023,9,28,19,30,37,3,0.8461385494424,0.9676215819673164
0,12,15,0.8646319283742078,26.2556,-98.2303,-0.3052953742011151,12,1694983688,5,-0.4259337534446965,0,223,26.860946,-97.469394,2023,9,17,16,48,8,6,0.8483775431657885,-0.4549162257075402
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1699210451,6,-0.4779086063152867,0,89,40.972665,-87.570433,2023,11,5,13,54,11,6,0.9295793664785074,-0.7135594634666051
0,8,6,-0.3115410265547404,39.7902,-85.8141,-0.4295567071150694,22,1697329157,6,-0.3682154311573017,0,15,40.060173,-86.016062,2023,10,14,20,19,17,5,-1.43689295178605,0.514995915888953
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1673453286,2,-0.2753981291005451,0,153,41.883925,-82.600796,2023,1,11,11,8,6,2,0.7045057708574058,-0.0022905596291767
1,20,10,-0.94247473902914,35.3481,-83.2031,-0.4595017059862712,18,1701487751,7,-0.5052787198324051,0,562,36.03188,-82.625349,2023,12,1,22,29,11,4,0.5369525004290608,1.1616040102866152
0,3,13,-1.5806041703601683,40.6412,-74.0133,2.8625736682953504,26,1678174932,2,-0.1220262235629099,0,474,40.963125,-74.496439,2023,3,7,2,42,12,1,-0.7635949255917577,-1.4248283673040334
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1673954455,2,-0.5364778129607266,0,625,41.993272,-82.904946,2023,1,17,6,20,55,1,0.2520072222335641,-0.0022905596291767
1,20,10,-0.94247473902914,35.3481,-83.2031,-0.4595017059862712,18,1681539807,8,-0.5260544795746738,0,354,35.868034,-83.073726,2023,4,15,2,23,27,5,-0.6043727816565891,1.1616040102866152
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1694276524,1,-0.4776249781959383,0,49,42.696627,-82.209488,2023,9,9,12,22,4,5,-0.9427773461320332,-0.0022905596291767
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1691363888,0,-0.4930118036705878,0,134,28.209308,-81.674314,2023,8,6,19,18,8,6,-0.2536436206536144,-0.97220270122567
1,6,17,1.5740280499974022,47.5682,-121.8896,-0.473466338350378,7,1703465336,13,-0.3624010547106599,0,568,47.063097,-122.79737,2023,12,24,19,48,56,6,0.4180800027317279,-1.2308459389847348
0,10,2,1.1519155524229452,35.2633,-114.0223,-0.4132479494826928,3,1673715123,2,-0.1421638200366448,0,522,34.512263,-114.909899,2023,1,14,11,52,3,5,1.365322858812156,-1.2308459389847348
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1677820972,4,1.0105717640249987,0,572,37.573782,-76.387718,2023,3,3,0,22,52,4,-1.5047989030774491,-1.1661851295449686
1,1,14,-0.3232794972147964,40.879,-83.8914,-0.4720166116753546,10,1696058065,8,1.3860953940422505,1,514,40.382649,-84.888408,2023,9,30,3,14,25,5,0.8324538563065038,-1.6834716050630985
0,12,15,0.8646319283742078,26.2556,-98.2303,-0.3052953742011151,12,1681817917,8,0.8995313553001089,0,206,26.341544,-97.864854,2023,4,18,7,38,37,1,-1.3297542564261722,-0.4549162257075402
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1679037881,4,1.0058919000557502,0,316,34.12558,-116.695487,2023,3,17,3,24,41,4,0.7583022221558675,-0.1316121785087091
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1699832421,6,-0.2404409633908576,0,68,38.26194,-76.544633,2023,11,12,18,40,21,6,1.0740842161402235,-1.1661851295449686
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1702777382,10,0.0751662264140494,0,489,37.753726,-76.62318,2023,12,16,20,43,2,5,-0.8188100163655146,-1.1661851295449686
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1679409465,4,-0.2088164280835135,0,268,41.50033,-82.422364,2023,3,21,10,37,45,1,0.0168514794375713,0.2563526781298881
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1693959307,1,-0.3235440023599322,0,599,27.942829,-82.975532,2023,9,5,20,15,7,1,-0.2983295464334971,-0.97220270122567
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1700018372,6,0.0354582897052766,0,333,34.390176,-117.919258,2023,11,14,22,19,32,1,0.4105106919714194,-0.1316121785087091
1,20,10,-0.94247473902914,35.3481,-83.2031,-0.4595017059862712,18,1699739646,7,-0.0148857014790603,0,26,35.075905,-83.821599,2023,11,11,16,54,6,5,-0.4316962972269152,1.1616040102866152
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1702604374,10,-0.4424550913967395,0,655,36.688715,-76.606446,2023,12,14,20,39,34,3,-0.3014770587283611,-1.1661851295449686
1,6,17,1.5740280499974022,47.5682,-121.8896,-0.473466338350378,7,1689963692,12,-0.4882610326715024,0,246,46.618786,-121.071364,2023,7,21,14,21,32,4,1.5770923301485564,-1.2308459389847348
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1681832616,4,-0.5491701713015665,0,678,41.542732,-87.503106,2023,4,18,11,43,36,1,-1.1671343448351308,-0.7135594634666051
0,12,15,0.8646319283742078,26.2556,-98.2303,-0.3052953742011151,12,1688511370,12,-0.2970247732008589,0,409,27.145169,-99.160403,2023,7,4,18,56,10,1,2.013973408746564,-0.4549162257075402
0,13,7,-1.237571896179772,38.4293,-76.7254,-0.4496406277649103,5,1703990875,13,-0.4621672456914517,0,633,38.855903,-76.705885,2023,12,30,21,47,55,5,-0.9980797313391744,0.1270310592503556
0,13,7,-1.237571896179772,38.4293,-76.7254,-0.4496406277649103,5,1678270215,4,0.8776919901102836,0,64,38.904736,-77.390244,2023,3,8,5,10,15,2,0.0626889105207084,0.1270310592503556
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1680502933,4,1.5342910864017776,0,64,42.90025,-81.930307,2023,4,3,2,22,13,0,-0.1013715652857905,-0.0022905596291767
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1676890536,3,0.661496456136983,0,255,43.610754,-83.720709,2023,2,20,5,55,36,0,1.5516635769324845,-0.0022905596291767
0,0,9,-0.551689057891117,30.511,-88.9681,-0.3996891337937306,11,1682835746,9,-0.5297416451262027,0,225,31.433356,-88.939899,2023,4,30,2,22,26,6,0.8851229914950665,3.166089102919368
0,3,13,-1.5806041703601683,40.6412,-74.0133,2.8625736682953504,26,1681606395,4,-0.4959189918939086,0,395,39.672739,-74.091625,2023,4,15,20,53,15,5,1.0719137155624394,-1.4248283673040334
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1683614476,9,0.1505403991308808,0,417,33.437754,-117.487612,2023,5,9,2,41,16,1,-1.783163890517755,-0.1316121785087091
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1691981137,0,-0.5197437539191724,0,470,42.02742,-82.262468,2023,8,13,22,45,37,6,1.4326850488492382,0.2563526781298881
0,19,8,-0.2268277909244296,43.4055,-82.8409,-0.4733395206393953,28,1695408041,5,-0.4091287873733051,0,305,44.307215,-82.775885,2023,9,22,14,40,41,4,0.8175287952854323,1.42024724804568
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1675328656,3,0.6965245288765076,0,664,40.853579,-81.727627,2023,2,2,4,4,16,3,-1.918800327605552,0.2563526781298881
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1691360198,0,-0.0591316880974072,0,115,41.67387,-87.212328,2023,8,6,18,16,38,6,-1.03726386416741,-0.7135594634666051
1,1,14,-0.3232794972147964,40.879,-83.8914,-0.4720166116753546,10,1679634551,3,-0.0382141142954643,0,585,41.204732,-84.822609,2023,3,24,1,9,11,4,0.3347799695577032,-1.6834716050630985
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1682863089,9,0.8943551421220011,0,225,42.421225,-81.810449,2023,4,30,9,58,9,6,0.433295940980921,-0.0022905596291767
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1703542726,10,0.3485837334658855,0,366,37.25142,-76.169973,2023,12,25,17,18,46,0,-1.6363636952583689,-1.1661851295449686
1,5,11,0.5239618851315937,40.8619,-99.9921,-0.4739242170331892,16,1676119632,2,-0.5522191735845616,0,518,40.715115,-100.338672,2023,2,11,7,47,12,5,-1.474809650698388,0.3856742970094205
1,1,14,-0.3232794972147964,40.879,-83.8914,-0.4720166116753546,10,1684094663,9,0.6958863656079738,0,669,41.7057,-84.345777,2023,5,14,16,4,23,6,0.7853985954274652,-1.6834716050630985
0,12,15,0.8646319283742078,26.2556,-98.2303,-0.3052953742011151,12,1687380329,12,-0.0102767445396492,0,403,26.360382,-99.143598,2023,6,21,16,45,29,2,0.5297094916265037,-0.4549162257075402
1,6,17,1.5740280499974022,47.5682,-121.8896,-0.473466338350378,7,1679135657,3,-0.2782344102940289,0,439,47.587685,-122.375992,2023,3,18,6,34,17,5,-1.3661130530029564,-1.2308459389847348
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1676795097,3,1.6141324019983458,0,635,42.6618,-82.097101,2023,2,19,3,24,57,6,-0.6116398989068326,-0.0022905596291767
0,22,3,1.3007724435176482,33.8106,-118.3507,-0.2482607773407326,9,1702490950,10,-0.0442412118316174,0,338,33.899267,-118.489346,2023,12,13,13,9,10,2,-2.068853434137508,1.4849080574854463
0,8,6,-0.3115410265547404,39.7902,-85.8141,-0.4295567071150694,22,1691507874,1,-0.4927281755512394,0,368,40.61312,-86.199505,2023,8,8,11,17,54,1,0.7065300804242362,0.514995915888953
1,20,10,-0.94247473902914,35.3481,-83.2031,-0.4595017059862712,18,1699475846,7,-0.0509064726363043,0,658,35.527191,-83.270108,2023,11,8,15,37,26,2,-1.9105979125799184,1.1616040102866152
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1703878501,13,0.0587157954918436,0,37,41.465437,-86.746211,2023,12,29,14,35,1,4,0.513677608849608,-0.7135594634666051
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1683521025,8,-0.280574342278653,0,293,41.407714,-88.031772,2023,5,8,0,43,45,0,-0.4864262350808918,-0.7135594634666051
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1684963996,11,-0.4768450008677302,0,304,41.679539,-81.919862,2023,5,24,17,33,16,2,-0.1256812008769965,0.2563526781298881
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1699590385,6,-0.3731789232458983,0,402,42.733711,-87.456018,2023,11,9,23,26,25,3,0.6070572039926428,-0.7135594634666051
0,13,7,-1.237571896179772,38.4293,-76.7254,-0.4496406277649103,5,1681985206,8,1.2743459150189895,0,36,37.811356,-76.177728,2023,4,20,6,6,46,3,0.2484279903346752,0.1270310592503556
0,24,2,1.1263307742660429,32.2691,-110.9845,0.6740684155572432,27,1690830235,0,-0.5127948649951372,0,134,33.110836,-110.025013,2023,7,31,15,3,55,0,1.8233472094049423,-0.5842378445870727
0,0,9,-0.551689057891117,30.511,-88.9681,-0.3996891337937306,11,1683120735,9,-0.5431430737654136,0,587,31.39899,-89.523263,2023,5,3,9,32,15,2,1.2121324572042411,3.166089102919368
0,13,7,-1.237571896179772,38.4293,-76.7254,-0.4496406277649103,5,1676547019,3,-0.0930961553893755,0,212,39.111402,-76.787201,2023,2,16,6,30,19,3,-0.0197981289130407,0.1270310592503556
1,5,11,0.5239618851315937,40.8619,-99.9921,-0.4739242170331892,16,1678722280,4,0.1850721226615458,0,459,41.286778,-99.391537,2023,3,13,11,44,40,0,-0.2536577501906162,0.3856742970094205
0,18,13,-1.5230384195071387,43.329,-73.6818,-0.4455797911669166,1,1701800767,7,0.1653599683668335,0,373,43.791233,-73.273177,2023,12,5,13,26,7,1,-0.5294032361890053,1.5495688669252123
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1695605826,5,3.441973817138965,0,350,40.040833,-81.706152,2023,9,24,21,37,6,6,1.1769990183484833,0.2563526781298881
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1689721212,12,-0.3342509638653334,0,201,42.337925,-82.452715,2023,7,18,19,0,12,1,-0.7854980196524126,-0.0022905596291767
1,5,11,0.5239618851315937,40.8619,-99.9921,-0.4739242170331892,16,1699983644,7,-0.3407744106103461,0,651,41.580059,-100.199139,2023,11,14,12,40,44,1,0.1761685438996191,0.3856742970094205
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1685636936,11,-0.5530700579426067,0,209,36.872902,-75.998232,2023,6,1,12,28,56,3,-0.4339514947658747,-1.1661851295449686
0,13,7,-1.237571896179772,38.4293,-76.7254,-0.4496406277649103,5,1698855240,6,-0.519460125799824,0,435,38.233348,-77.626301,2023,11,1,12,14,0,2,0.1793777228661768,0.1270310592503556
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1692406687,1,-0.502158810519573,0,348,33.562694,-117.891777,2023,8,18,20,58,7,4,-1.6151755066577165,-0.1316121785087091
0,22,3,1.3007724435176482,33.8106,-118.3507,-0.2482607773407326,9,1701740159,7,-0.5537082212111406,0,61,34.555013,-118.644061,2023,12,4,20,35,59,0,0.3567471584628199,1.4849080574854463
1,20,10,-0.94247473902914,35.3481,-83.2031,-0.4595017059862712,18,1681553363,8,0.0919002854556037,0,379,35.403029,-82.318185,2023,4,15,6,9,23,5,0.1424472744377019,1.1616040102866152
1,6,17,1.5740280499974022,47.5682,-121.8896,-0.473466338350378,7,1678110168,3,0.0879294917847264,0,588,47.048777,-121.556773,2023,3,6,8,42,48,0,-0.4628287306875983,-1.2308459389847348
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1688672122,12,-0.4981880168486957,0,341,37.736597,-75.532898,2023,7,6,15,35,22,3,0.738217039561725,-1.1661851295449686
0,15,8,-0.2422004630272273,42.7443,-82.8042,-0.4687260258061716,21,1678778551,4,-0.3734625513652466,0,466,42.88526,-82.25028,2023,3,14,3,22,31,1,-0.9793747947016744,-0.0022905596291767
0,27,14,-0.37910083137531,41.0384,-81.7374,-0.44102236311118,13,1673334040,2,0.9526407206480924,0,117,41.13088,-81.112373,2023,1,10,2,0,40,1,-0.7879435916464972,0.2563526781298881
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1676704528,2,-0.0029733204664284,0,117,41.974917,-87.090133,2023,2,18,2,15,28,5,-0.9288490087130036,-0.7135594634666051
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1700452251,7,-0.2755399431602193,0,643,36.698942,-76.144236,2023,11,19,22,50,51,6,-0.1321258899872189,-1.1661851295449686
0,8,6,-0.3115410265547404,39.7902,-85.8141,-0.4295567071150694,22,1694793921,5,-0.4294081979067141,0,223,40.114733,-85.433816,2023,9,15,12,5,21,4,-0.9591282261652436,0.514995915888953
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1681532649,4,-0.1222389446524212,0,147,27.504568,-82.915459,2023,4,15,0,24,9,5,-0.010560948810141,-0.97220270122567
0,24,2,1.1263307742660429,32.2691,-110.9845,0.6740684155572432,27,1679152047,4,-0.1001159513432478,0,336,31.276038,-111.968867,2023,3,18,11,7,27,5,2.325310180367868,-0.5842378445870727
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1691348344,0,-0.1723702147472469,0,499,32.821948,-117.500048,2023,8,6,14,59,4,6,0.5071702570042679,-0.1316121785087091
0,19,8,-0.2268277909244296,43.4055,-82.8409,-0.4733395206393953,28,1701287392,7,0.7720405156530132,0,369,44.045894,-81.898106,2023,11,29,14,49,52,2,0.946376140536078,1.42024724804568
1,4,5,0.2147640263831234,41.9019,-87.6778,3.097231821004665,29,1696562147,5,0.2534974064543419,0,166,41.808556,-87.537127,2023,10,5,23,15,47,3,-2.0876348019903883,-0.7135594634666051
1,18,13,-1.5230384195071387,43.329,-73.6818,-0.4455797911669166,2,1696005418,5,-0.5348469512744735,0,248,42.949804,-73.552499,2023,9,29,12,36,58,4,-1.1341220668415788,-0.3255946068280078
0,19,8,-0.2268277909244296,43.4055,-82.8409,-0.4733395206393953,28,1688801138,12,-0.4250828690866514,0,484,43.528134,-82.702203,2023,7,8,3,25,38,5,-2.01788699592002,1.42024724804568
0,23,3,1.3797799828828543,33.6415,-117.5894,-0.4368160198763745,19,1703816268,13,0.5981055714626207,0,335,34.188556,-116.973343,2023,12,28,21,17,48,3,0.2313051260410137,-0.1316121785087091
1,2,4,-0.7705043267585993,27.9056,-82.2881,-0.3747314082723331,4,1674721297,2,-0.2319321198104062,0,691,28.704048,-81.713388,2023,1,26,3,21,37,3,0.9749966497900612,-0.97220270122567
0,24,2,1.1263307742660429,32.2691,-110.9845,0.6740684155572432,27,1675507163,3,0.953137069856952,0,299,32.234629,-111.920444,2023,2,4,5,39,23,5,0.4044205035730495,-0.5842378445870727
0,9,16,-1.1498786153664131,37.2916,-76.4905,-0.4656023053461764,24,1697735943,6,-0.4918063841633571,0,364,36.449739,-75.886747,2023,10,19,13,19,3,3,1.0747221040073598,-1.1661851295449686
0,19,8,-0.2268277909244296,43.4055,-82.8409,-0.4733395206393953,28,1685167829,11,-0.4914518490141717,0,175,42.451657,-83.331162,2023,5,27,2,10,29,5,1.2614736777632574,1.42024724804568
0,24,2,1.1263307742660429,32.2691,-110.9845,0.6740684155572432,27,1682412506,9,-0.324891235926837,0,580,32.464167,-111.831716,2023,4,25,4,48,26,1,0.2102174969312842,-0.5842378445870727
